Data;Hora UTC;TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)
13/02/2023;0000 UTC;24,3;23,1
13/02/2023;0100 UTC;23,1;22,7
13/02/2023;0200 UTC;22,7;22,4
13/02/2023;0300 UTC;22,4;22,1
13/02/2023;0400 UTC;22,2;22
13/02/2023;0500 UTC;22,2;21,9
13/02/2023;0600 UTC;22,1;21,9
13/02/2023;0700 UTC;22,1;21,8
13/02/2023;0800 UTC;21,8;21,6
13/02/2023;0900 UTC;21,7;21,4
13/02/2023;1000 UTC;22,1;21,3
13/02/2023;1100 UTC;25,1;21,9
13/02/2023;1200 UTC;26,7;25
13/02/2023;1300 UTC;28,5;26,7
13/02/2023;1400 UTC;29,7;28,1
13/02/2023;1500 UTC;30,2;28,9
13/02/2023;1600 UTC;31,3;30
13/02/2023;1700 UTC;32,3;30,5
13/02/2023;1800 UTC;32,5;31,8
13/02/2023;1900 UTC;33;32,1
13/02/2023;2000 UTC;32,8;32,2
13/02/2023;2100 UTC;32,2;28,3
13/02/2023;2200 UTC;29,1;26,6
13/02/2023;2300 UTC;26,7;25
14/02/2023;0000 UTC;25;24,4
14/02/2023;0100 UTC;24,4;23,9
14/02/2023;0200 UTC;24,2;23,8
14/02/2023;0300 UTC;24,1;23,6
14/02/2023;0400 UTC;23,7;23,4
14/02/2023;0500 UTC;23,6;23,2
14/02/2023;0600 UTC;23,2;22,9
14/02/2023;0700 UTC;24,5;22,7
14/02/2023;0800 UTC;24,3;23,1
14/02/2023;0900 UTC;23,1;22,5
14/02/2023;1000 UTC;23;22,6
14/02/2023;1100 UTC;26,3;23
14/02/2023;1200 UTC;28;26,3
14/02/2023;1300 UTC;29,4;28
14/02/2023;1400 UTC;30,3;28,4
14/02/2023;1500 UTC;30,4;29,2
14/02/2023;1600 UTC;30,9;29,6
14/02/2023;1700 UTC;31,4;29,6
14/02/2023;1800 UTC;29,6;29
14/02/2023;1900 UTC;29,4;28,8
14/02/2023;2000 UTC;29,5;28,6
14/02/2023;2100 UTC;29,4;27,9
14/02/2023;2200 UTC;27,9;26,1
14/02/2023;2300 UTC;26,1;25,2
15/02/2023;0000 UTC;25,2;24,7
15/02/2023;0100 UTC;24,8;24,5
15/02/2023;0200 UTC;24,9;24,5
15/02/2023;0300 UTC;24,5;23,9
15/02/2023;0400 UTC;24;23,7
15/02/2023;0500 UTC;25,8;24
15/02/2023;0600 UTC;25,7;24,8
15/02/2023;0700 UTC;25,6;24,2
15/02/2023;0800 UTC;25,3;23,9
15/02/2023;0900 UTC;24,2;22,8
15/02/2023;1000 UTC;23,7;22,6
15/02/2023;1100 UTC;24,6;23,6
15/02/2023;1200 UTC;26;24,5
15/02/2023;1300 UTC;27,2;25,7
15/02/2023;1400 UTC;28,2;27
15/02/2023;1500 UTC;29,5;27,6
15/02/2023;1600 UTC;30,3;28,9
15/02/2023;1700 UTC;30,9;28,8
15/02/2023;1800 UTC;31,3;29,7
15/02/2023;1900 UTC;31,4;29,9
15/02/2023;2000 UTC;31;30,1
15/02/2023;2100 UTC;30,8;28,8
15/02/2023;2200 UTC;28,7;26,2
15/02/2023;2300 UTC;26,8;25,7
16/02/2023;0000 UTC;26,9;25,5
16/02/2023;0100 UTC;26,4;24,6
16/02/2023;0200 UTC;24,6;23,9
16/02/2023;0300 UTC;23,9;23,5
16/02/2023;0400 UTC;24,2;23,5
16/02/2023;0500 UTC;23,9;23
16/02/2023;0600 UTC;24,1;22,9
16/02/2023;0700 UTC;24;23,1
16/02/2023;0800 UTC;23,2;22,4
16/02/2023;0900 UTC;22,7;22,3
16/02/2023;1000 UTC;22,7;22,4
16/02/2023;1100 UTC;24,1;22,7
16/02/2023;1200 UTC;25,2;24
16/02/2023;1300 UTC;26,5;25,1
16/02/2023;1400 UTC;27,5;26,4
16/02/2023;1500 UTC;29,2;27,2
16/02/2023;1600 UTC;29;28,1
16/02/2023;1700 UTC;29,7;28,7
16/02/2023;1800 UTC;29,5;29,2
16/02/2023;1900 UTC;29,3;28,8
16/02/2023;2000 UTC;29;28,1
16/02/2023;2100 UTC;28,1;27,2
16/02/2023;2200 UTC;27,2;25,5
16/02/2023;2300 UTC;25,5;24,5
17/02/2023;0000 UTC;24,6;24
17/02/2023;0100 UTC;24,3;23,8
17/02/2023;0200 UTC;23,8;23,7
17/02/2023;0300 UTC;25,2;23,7
17/02/2023;0400 UTC;24,9;22,3
17/02/2023;0500 UTC;22,4;22,2
17/02/2023;0600 UTC;22,6;22,3
17/02/2023;0700 UTC;23,5;22,5
17/02/2023;0800 UTC;23,6;22,9
17/02/2023;0900 UTC;22,9;22,5
17/02/2023;1000 UTC;22,6;22,4
17/02/2023;1100 UTC;24;22,4
17/02/2023;1200 UTC;25,6;23,9
17/02/2023;1300 UTC;27,1;25,6
17/02/2023;1400 UTC;28,4;26,5
17/02/2023;1500 UTC;30,1;27,6
17/02/2023;1600 UTC;30,9;28,6
17/02/2023;1700 UTC;31,4;29,7
17/02/2023;1800 UTC;32,2;30
17/02/2023;1900 UTC;30,8;27,5
17/02/2023;2000 UTC;27,8;26
17/02/2023;2100 UTC;26,2;24,5
17/02/2023;2200 UTC;24,5;23,9
17/02/2023;2300 UTC;23,9;23
18/02/2023;0000 UTC;23,2;22,8
18/02/2023;0100 UTC;23,4;22,8
18/02/2023;0200 UTC;23,1;22,8
18/02/2023;0300 UTC;23,4;23
18/02/2023;0400 UTC;23,6;23,1
18/02/2023;0500 UTC;23,5;22,7
18/02/2023;0600 UTC;22,7;22,4
18/02/2023;0700 UTC;23,2;22,7
18/02/2023;0800 UTC;23,2;22,8
18/02/2023;0900 UTC;23,1;22
18/02/2023;1000 UTC;21,9;21,6
18/02/2023;1100 UTC;24,4;21,9
18/02/2023;1200 UTC;25,5;23,3
18/02/2023;1300 UTC;27,1;25,4
18/02/2023;1400 UTC;28,7;26,4
18/02/2023;1500 UTC;29,8;27,9
18/02/2023;1600 UTC;30,1;27,5
18/02/2023;1700 UTC;27,5;22,1
18/02/2023;1800 UTC;22,6;22,1
18/02/2023;1900 UTC;22,4;22
18/02/2023;2000 UTC;23,2;22,4
18/02/2023;2100 UTC;23,4;23
18/02/2023;2200 UTC;23,4;22,4
18/02/2023;2300 UTC;22,5;21,9
19/02/2023;0000 UTC;21,9;21,7
19/02/2023;0100 UTC;21,8;21,7
19/02/2023;0200 UTC;21,8;21,7
19/02/2023;0300 UTC;21,7;21,6
19/02/2023;0400 UTC;21,7;21,5
19/02/2023;0500 UTC;21,8;21,5
19/02/2023;0600 UTC;21,8;21,6
19/02/2023;0700 UTC;21,7;21,6
19/02/2023;0800 UTC;21,7;21,5
19/02/2023;0900 UTC;21,6;21,5
19/02/2023;1000 UTC;22,1;21,4
19/02/2023;1100 UTC;22,5;22
19/02/2023;1200 UTC;22,7;22,5
19/02/2023;1300 UTC;23,6;22,4
19/02/2023;1400 UTC;25,6;23,5
19/02/2023;1500 UTC;26,6;25
19/02/2023;1600 UTC;26,8;25,5
19/02/2023;1700 UTC;27,7;26,5
19/02/2023;1800 UTC;27,5;26,7
19/02/2023;1900 UTC;27,8;27,2
19/02/2023;2000 UTC;28,7;27,8
19/02/2023;2100 UTC;28,7;27,3
19/02/2023;2200 UTC;27,4;24,8
19/02/2023;2300 UTC;25,2;24,3
20/02/2023;0000 UTC;25;23,2
20/02/2023;0100 UTC;24,8;23,3
20/02/2023;0200 UTC;24,2;22,6
20/02/2023;0300 UTC;24;22,5
20/02/2023;0400 UTC;24,5;23,5
20/02/2023;0500 UTC;24,1;22,9
20/02/2023;0600 UTC;23,9;22,8
20/02/2023;0700 UTC;23,5;22,8
20/02/2023;0800 UTC;23,7;22,8
20/02/2023;0900 UTC;23,7;22,9
20/02/2023;1000 UTC;23,2;21,9
20/02/2023;1100 UTC;21,9;21,8
20/02/2023;1200 UTC;22,8;21,8
20/02/2023;1300 UTC;24,1;22,7
20/02/2023;1400 UTC;25,9;23,9
20/02/2023;1500 UTC;28;25,5
20/02/2023;1600 UTC;29,4;27,3
20/02/2023;1700 UTC;29,8;28,1
20/02/2023;1800 UTC;29,2;28,1
20/02/2023;1900 UTC;29,3;28
20/02/2023;2000 UTC;28,4;27,6
20/02/2023;2100 UTC;28,3;27,4
20/02/2023;2200 UTC;27,5;25,3
20/02/2023;2300 UTC;25,3;23,9
21/02/2023;0000 UTC;23,9;23,4
21/02/2023;0100 UTC;23,4;23,2
21/02/2023;0200 UTC;23,3;23,1
21/02/2023;0300 UTC;23,2;22,8
21/02/2023;0400 UTC;22,8;22,6
21/02/2023;0500 UTC;22,8;22,6
21/02/2023;0600 UTC;22,8;22,7
21/02/2023;0700 UTC;23;22,8
21/02/2023;0800 UTC;23,2;23
21/02/2023;0900 UTC;23,3;23,1
21/02/2023;1000 UTC;23;21,7
21/02/2023;1100 UTC;21,9;21,7
21/02/2023;1200 UTC;22,5;21,9
21/02/2023;1300 UTC;23,4;22,4
21/02/2023;1400 UTC;24,1;23,2
21/02/2023;1500 UTC;23,8;22,4
21/02/2023;1600 UTC;22,7;22,3
21/02/2023;1700 UTC;23,3;22,7
21/02/2023;1800 UTC;24,3;23,2
21/02/2023;1900 UTC;25,1;24,3
21/02/2023;2000 UTC;25,3;24,7
21/02/2023;2100 UTC;25,4;24,8
21/02/2023;2200 UTC;24,9;23,1
21/02/2023;2300 UTC;23,1;22,2
22/02/2023;0000 UTC;22,3;21,8
22/02/2023;0100 UTC;22;21,7
22/02/2023;0200 UTC;22,2;21,9
22/02/2023;0300 UTC;22,2;21,8
22/02/2023;0400 UTC;22,1;21,8
22/02/2023;0500 UTC;22,3;22
22/02/2023;0600 UTC;22,6;22,2
22/02/2023;0700 UTC;22,8;20
22/02/2023;0800 UTC;20,7;19,5
22/02/2023;0900 UTC;20,2;19,9
22/02/2023;1000 UTC;20,1;20
22/02/2023;1100 UTC;20,3;20
22/02/2023;1200 UTC;21,5;20,2
22/02/2023;1300 UTC;23;21,4
22/02/2023;1400 UTC;22,9;21,5
22/02/2023;1500 UTC;22,4;21,7
22/02/2023;1600 UTC;22,9;21,9
22/02/2023;1700 UTC;25,5;22,9
22/02/2023;1800 UTC;26,1;24,9
22/02/2023;1900 UTC;26,8;25,5
22/02/2023;2000 UTC;26,4;25,2
22/02/2023;2100 UTC;25,2;24,2
22/02/2023;2200 UTC;24,2;22,7
22/02/2023;2300 UTC;22,7;22
23/02/2023;0000 UTC;22,3;21,8
23/02/2023;0100 UTC;21,8;21,7
23/02/2023;0200 UTC;21,8;21,6
23/02/2023;0300 UTC;21,8;21,6
23/02/2023;0400 UTC;21,6;21,2
23/02/2023;0500 UTC;22,5;21,4
23/02/2023;0600 UTC;22,4;21,8
23/02/2023;0700 UTC;21,8;21,5
23/02/2023;0800 UTC;21,8;21,6
23/02/2023;0900 UTC;21,7;21,6
23/02/2023;1000 UTC;22;21,7
23/02/2023;1100 UTC;22,5;22
23/02/2023;1200 UTC;24,8;22,2
23/02/2023;1300 UTC;27,3;24,7
23/02/2023;1400 UTC;28,2;26,9
23/02/2023;1500 UTC;29,1;27,5
23/02/2023;1600 UTC;30;27,8
23/02/2023;1700 UTC;30,1;29,4
23/02/2023;1800 UTC;30;28,1
23/02/2023;1900 UTC;30,6;28,6
23/02/2023;2000 UTC;29,7;28,4
23/02/2023;2100 UTC;29,8;28,1
23/02/2023;2200 UTC;28,1;24,9
23/02/2023;2300 UTC;24,9;23,5
24/02/2023;0000 UTC;23,5;23
24/02/2023;0100 UTC;23,1;22,9
24/02/2023;0200 UTC;23,8;23
24/02/2023;0300 UTC;24,1;23,1
24/02/2023;0400 UTC;23,1;22,6
24/02/2023;0500 UTC;23,2;22,5
24/02/2023;0600 UTC;23,8;22,8
24/02/2023;0700 UTC;23,8;23
24/02/2023;0800 UTC;23,4;21,9
24/02/2023;0900 UTC;21,9;21,5
24/02/2023;1000 UTC;22,2;21,6
24/02/2023;1100 UTC;25,3;22,2
24/02/2023;1200 UTC;27,4;25,3
24/02/2023;1300 UTC;28,9;27,4
24/02/2023;1400 UTC;30,5;27,9
24/02/2023;1500 UTC;31,6;30,2
24/02/2023;1600 UTC;32,2;30,6
24/02/2023;1700 UTC;33,1;30,9
24/02/2023;1800 UTC;33,2;31,4
24/02/2023;1900 UTC;33,4;32
24/02/2023;2000 UTC;33,2;31,5
24/02/2023;2100 UTC;31,5;27,1
24/02/2023;2200 UTC;27,1;25,2
24/02/2023;2300 UTC;25,2;24,2
25/02/2023;0000 UTC;25;24,1
25/02/2023;0100 UTC;25,2;24,2
25/02/2023;0200 UTC;24,2;23,5
25/02/2023;0300 UTC;23,6;23,4
25/02/2023;0400 UTC;24;23,6
25/02/2023;0500 UTC;24;23,4
25/02/2023;0600 UTC;23,4;22,7
25/02/2023;0700 UTC;23,4;22,6
25/02/2023;0800 UTC;23,2;22,3
25/02/2023;0900 UTC;23,5;22,2
25/02/2023;1000 UTC;23,5;22,4
25/02/2023;1100 UTC;25,7;23,2
25/02/2023;1200 UTC;26,8;25,3
25/02/2023;1300 UTC;28,1;26,5
25/02/2023;1400 UTC;28,1;26,7
25/02/2023;1500 UTC;28,9;27,7
25/02/2023;1600 UTC;29,4;28,3
25/02/2023;1700 UTC;28,4;27,7
25/02/2023;1800 UTC;28;26,9
25/02/2023;1900 UTC;29,7;28
25/02/2023;2000 UTC;30,2;29
25/02/2023;2100 UTC;29,6;26,9
25/02/2023;2200 UTC;26,9;24,4
25/02/2023;2300 UTC;24,4;23,3
26/02/2023;0000 UTC;23,3;22,9
26/02/2023;0100 UTC;23;22,6
26/02/2023;0200 UTC;22,7;22,5
26/02/2023;0300 UTC;22,6;22,2
26/02/2023;0400 UTC;23,3;22,3
26/02/2023;0500 UTC;23,2;22,5
26/02/2023;0600 UTC;22,5;22,3
26/02/2023;0700 UTC;23;22,3
26/02/2023;0800 UTC;23;21,9
26/02/2023;0900 UTC;22,1;21,4
26/02/2023;1000 UTC;21,8;21,3
26/02/2023;1100 UTC;23,8;21,8
26/02/2023;1200 UTC;25,2;23,8
26/02/2023;1300 UTC;27,7;25,1
26/02/2023;1400 UTC;29,1;27,7
26/02/2023;1500 UTC;30,2;28,4
26/02/2023;1600 UTC;30,4;29
26/02/2023;1700 UTC;30,5;29,1
26/02/2023;1800 UTC;29,6;28,8
26/02/2023;1900 UTC;29,6;28,6
26/02/2023;2000 UTC;29,4;28,2
26/02/2023;2100 UTC;28,3;27,3
26/02/2023;2200 UTC;27,3;25,1
26/02/2023;2300 UTC;25,1;24,5
27/02/2023;0000 UTC;25;24,2
27/02/2023;0100 UTC;24,2;22,2
27/02/2023;0200 UTC;22,8;22,3
27/02/2023;0300 UTC;22,4;21,9
27/02/2023;0400 UTC;22,1;21,9
27/02/2023;0500 UTC;22;21,8
27/02/2023;0600 UTC;21,9;21,8
27/02/2023;0700 UTC;21,8;21,6
27/02/2023;0800 UTC;22;21,8
27/02/2023;0900 UTC;22,1;21,9
27/02/2023;1000 UTC;22;21,8
27/02/2023;1100 UTC;22,6;21,9
27/02/2023;1200 UTC;23,6;22,5
27/02/2023;1300 UTC;24,5;23,6
27/02/2023;1400 UTC;26,4;24,5
27/02/2023;1500 UTC;27,9;26,2
27/02/2023;1600 UTC;29,2;27,5
27/02/2023;1700 UTC;30,4;28,7
27/02/2023;1800 UTC;31,1;29,9
27/02/2023;1900 UTC;31,1;30,3
27/02/2023;2000 UTC;31,3;29,4
27/02/2023;2100 UTC;29,7;27,8
27/02/2023;2200 UTC;28,2;23,2
27/02/2023;2300 UTC;23,3;23
28/02/2023;0000 UTC;23,9;23
28/02/2023;0100 UTC;24,4;23,4
28/02/2023;0200 UTC;23,9;23,5
28/02/2023;0300 UTC;23,7;22,8
28/02/2023;0400 UTC;22,8;22,3
28/02/2023;0500 UTC;22,5;22,1
28/02/2023;0600 UTC;22,3;22
28/02/2023;0700 UTC;22,2;22
28/02/2023;0800 UTC;22,4;22,1
28/02/2023;0900 UTC;22,4;22
28/02/2023;1000 UTC;22,3;22
28/02/2023;1100 UTC;23,4;22,3
28/02/2023;1200 UTC;24,6;23,4
28/02/2023;1300 UTC;26,4;24,5
28/02/2023;1400 UTC;27;26
28/02/2023;1500 UTC;28,3;26,6
28/02/2023;1600 UTC;29,9;27,5
28/02/2023;1700 UTC;30,6;28,7
28/02/2023;1800 UTC;30,7;29,2
28/02/2023;1900 UTC;30,6;29,5
28/02/2023;2000 UTC;30,2;29,4
28/02/2023;2100 UTC;29,5;27
28/02/2023;2200 UTC;27;25
28/02/2023;2300 UTC;25;24
01/03/2023;0000 UTC;24;23,5
01/03/2023;0100 UTC;23,5;23,2
01/03/2023;0200 UTC;23,3;23
01/03/2023;0300 UTC;23,1;22,6
01/03/2023;0400 UTC;22,7;22
01/03/2023;0500 UTC;22,1;21,8
01/03/2023;0600 UTC;21,9;21,7
01/03/2023;0700 UTC;21,8;21,6
01/03/2023;0800 UTC;21,8;21,6
01/03/2023;0900 UTC;22,1;21,8
01/03/2023;1000 UTC;22,5;21,7
01/03/2023;1100 UTC;24,1;22,5
01/03/2023;1200 UTC;26,8;24,1
01/03/2023;1300 UTC;28,5;26,8
01/03/2023;1400 UTC;29,8;28,1
01/03/2023;1500 UTC;30,3;28,9
01/03/2023;1600 UTC;31,6;29,4
01/03/2023;1700 UTC;32;30,5
01/03/2023;1800 UTC;32,3;31
01/03/2023;1900 UTC;31,8;30,8
01/03/2023;2000 UTC;31;29
01/03/2023;2100 UTC;29,5;26,5
01/03/2023;2200 UTC;26,5;24,8
01/03/2023;2300 UTC;25,1;24,1
02/03/2023;0000 UTC;24,7;24
02/03/2023;0100 UTC;24,8;24
02/03/2023;0200 UTC;24;23,6
02/03/2023;0300 UTC;24,2;23,6
02/03/2023;0400 UTC;24,1;23
02/03/2023;0500 UTC;23;22,6
02/03/2023;0600 UTC;22,6;22,4
02/03/2023;0700 UTC;22,7;22,3
02/03/2023;0800 UTC;22,5;22,2
02/03/2023;0900 UTC;22,9;22,5
02/03/2023;1000 UTC;22,9;22,6
02/03/2023;1100 UTC;25,8;22,9
02/03/2023;1200 UTC;27,9;25,4
02/03/2023;1300 UTC;30;27,4
02/03/2023;1400 UTC;30,2;28,7
02/03/2023;1500 UTC;31,1;29,2
02/03/2023;1600 UTC;31,8;30,2
02/03/2023;1700 UTC;32,3;30,7
02/03/2023;1800 UTC;33;31
02/03/2023;1900 UTC;32,4;27,9
02/03/2023;2000 UTC;28,9;27,4
02/03/2023;2100 UTC;28,9;27,6
02/03/2023;2200 UTC;28,8;26,2
02/03/2023;2300 UTC;26,3;24,8
03/03/2023;0000 UTC;25,1;24,8
03/03/2023;0100 UTC;27;24,8
03/03/2023;0200 UTC;26,5;25,1
03/03/2023;0300 UTC;26;24,5
03/03/2023;0400 UTC;25;23,5
03/03/2023;0500 UTC;23,5;23
03/03/2023;0600 UTC;23;22,6
03/03/2023;0700 UTC;22,6;22,4
03/03/2023;0800 UTC;22,5;22,2
03/03/2023;0900 UTC;22,3;22,1
03/03/2023;1000 UTC;22,4;22
03/03/2023;1100 UTC;25,2;22,4
03/03/2023;1200 UTC;27,5;24,9
03/03/2023;1300 UTC;27,6;26,5
03/03/2023;1400 UTC;28,8;26,7
03/03/2023;1500 UTC;29,9;28,5
03/03/2023;1600 UTC;31,5;28,6
03/03/2023;1700 UTC;31,9;29,9
03/03/2023;1800 UTC;32,4;30,8
03/03/2023;1900 UTC;32,5;27,8
03/03/2023;2000 UTC;31,1;30,4
03/03/2023;2100 UTC;31,1;29,3
03/03/2023;2200 UTC;29,2;26,6
03/03/2023;2300 UTC;27,7;26,3
04/03/2023;0000 UTC;27,6;26,4
04/03/2023;0100 UTC;26,4;25,1
04/03/2023;0200 UTC;25,3;24,2
04/03/2023;0300 UTC;25,3;24,4
04/03/2023;0400 UTC;25,1;23,6
04/03/2023;0500 UTC;25,4;24,4
04/03/2023;0600 UTC;25,4;24,8
04/03/2023;0700 UTC;25,1;24,8
04/03/2023;0800 UTC;24,9;23,8
04/03/2023;0900 UTC;24,4;23,2
04/03/2023;1000 UTC;24;23,2
04/03/2023;1100 UTC;24,1;23,4
04/03/2023;1200 UTC;26,5;24
04/03/2023;1300 UTC;27,6;26,5
04/03/2023;1400 UTC;29;26,4
04/03/2023;1500 UTC;30,1;27,6
04/03/2023;1600 UTC;31,1;28,5
04/03/2023;1700 UTC;31,5;29,8
04/03/2023;1800 UTC;31,7;28
04/03/2023;1900 UTC;30,5;28,9
04/03/2023;2000 UTC;30,7;29,4
04/03/2023;2100 UTC;30,5;28,1
04/03/2023;2200 UTC;28,1;26,7
04/03/2023;2300 UTC;26,7;25,1
05/03/2023;0000 UTC;25,1;24,5
05/03/2023;0100 UTC;24,6;24,1
05/03/2023;0200 UTC;24,1;23,6
05/03/2023;0300 UTC;23,6;23,1
05/03/2023;0400 UTC;23,2;22,9
05/03/2023;0500 UTC;23,1;22,9
05/03/2023;0600 UTC;23,1;22,8
05/03/2023;0700 UTC;22,9;22,6
05/03/2023;0800 UTC;22,8;22,6
05/03/2023;0900 UTC;22,6;22,1
05/03/2023;1000 UTC;22,4;22,1
05/03/2023;1100 UTC;24,5;22,4
05/03/2023;1200 UTC;26,3;24,5
05/03/2023;1300 UTC;28,4;25,3
05/03/2023;1400 UTC;28,9;27,7
05/03/2023;1500 UTC;29,7;27,8
05/03/2023;1600 UTC;30,8;28,8
05/03/2023;1700 UTC;31,9;30
05/03/2023;1800 UTC;32,2;30,7
05/03/2023;1900 UTC;32,3;29,4
05/03/2023;2000 UTC;29,4;28,3
05/03/2023;2100 UTC;29,1;27,2
05/03/2023;2200 UTC;27,2;25,1
05/03/2023;2300 UTC;25,1;24,4
06/03/2023;0000 UTC;24,5;24
06/03/2023;0100 UTC;24;23,8
06/03/2023;0200 UTC;23,9;23,7
06/03/2023;0300 UTC;23,8;23,5
06/03/2023;0400 UTC;23,8;23,4
06/03/2023;0500 UTC;23,8;23,4
06/03/2023;0600 UTC;23,5;23,2
06/03/2023;0700 UTC;23,4;23,1
06/03/2023;0800 UTC;23,5;23,1
06/03/2023;0900 UTC;23,6;23,1
06/03/2023;1000 UTC;24,5;23
06/03/2023;1100 UTC;25,4;24,3
06/03/2023;1200 UTC;26,3;25,4
06/03/2023;1300 UTC;26,6;25
06/03/2023;1400 UTC;26,8;25,1
06/03/2023;1500 UTC;27,7;26,1
06/03/2023;1600 UTC;28,6;27,2
06/03/2023;1700 UTC;29,9;27,9
06/03/2023;1800 UTC;30,1;28,3
06/03/2023;1900 UTC;30,3;29,3
06/03/2023;2000 UTC;30,1;28
06/03/2023;2100 UTC;28;25,6
06/03/2023;2200 UTC;26,4;24,8
06/03/2023;2300 UTC;24,8;24
07/03/2023;0000 UTC;24;23,5
07/03/2023;0100 UTC;23,5;23,4
07/03/2023;0200 UTC;23,5;23,3
07/03/2023;0300 UTC;23,5;23,1
07/03/2023;0400 UTC;23,1;22,8
07/03/2023;0500 UTC;23;22,8
07/03/2023;0600 UTC;23,1;22,6
07/03/2023;0700 UTC;23;22,5
07/03/2023;0800 UTC;23,7;23
07/03/2023;0900 UTC;23,4;23,1
07/03/2023;1000 UTC;23,1;22,8
07/03/2023;1100 UTC;23,7;23
07/03/2023;1200 UTC;25,7;23,7
07/03/2023;1300 UTC;27,1;25,6
07/03/2023;1400 UTC;29,3;27
07/03/2023;1500 UTC;30,1;28,1
07/03/2023;1600 UTC;28,5;27,9
07/03/2023;1700 UTC;29,5;27,9
07/03/2023;1800 UTC;29,1;27,9
07/03/2023;1900 UTC;30,1;28,3
07/03/2023;2000 UTC;28,9;28,2
07/03/2023;2100 UTC;28,6;27,3
07/03/2023;2200 UTC;27,3;23,5
07/03/2023;2300 UTC;23,5;22,3
08/03/2023;0000 UTC;23;22,7
08/03/2023;0100 UTC;23,1;22,9
08/03/2023;0200 UTC;23,1;22,8
08/03/2023;0300 UTC;23;22,9
08/03/2023;0400 UTC;23,2;22,9
08/03/2023;0500 UTC;23,1;21,7
08/03/2023;0600 UTC;21,8;21,5
08/03/2023;0700 UTC;21,7;21,3
08/03/2023;0800 UTC;21,6;21,3
08/03/2023;0900 UTC;21,9;21,5
08/03/2023;1000 UTC;21,9;21,5
08/03/2023;1100 UTC;21,9;21,6
08/03/2023;1200 UTC;22,3;21,9
08/03/2023;1300 UTC;23,1;22,3
08/03/2023;1400 UTC;24,2;23
08/03/2023;1500 UTC;24,9;23,9
08/03/2023;1600 UTC;25,8;24,8
08/03/2023;1700 UTC;27,8;25,5
08/03/2023;1800 UTC;28,6;26,9
08/03/2023;1900 UTC;29,5;28,2
08/03/2023;2000 UTC;29,6;28,6
08/03/2023;2100 UTC;29,3;27,4
08/03/2023;2200 UTC;27,4;25,5
08/03/2023;2300 UTC;25,5;25
09/03/2023;0000 UTC;25;24,6
09/03/2023;0100 UTC;25,1;24,3
09/03/2023;0200 UTC;24,5;24
09/03/2023;0300 UTC;24,2;23,7
09/03/2023;0400 UTC;24,4;24,1
09/03/2023;0500 UTC;24,4;24,1
09/03/2023;0600 UTC;24,1;24
09/03/2023;0700 UTC;24;23,9
09/03/2023;0800 UTC;24;23,9
09/03/2023;0900 UTC;24;23,5
09/03/2023;1000 UTC;23,6;23,2
09/03/2023;1100 UTC;25,2;23,2
09/03/2023;1200 UTC;26,9;25
09/03/2023;1300 UTC;28,2;25,9
09/03/2023;1400 UTC;30,3;27,5
09/03/2023;1500 UTC;30,5;27,9
09/03/2023;1600 UTC;31,4;29,9
09/03/2023;1700 UTC;32,2;30,7
09/03/2023;1800 UTC;32,8;30,9
09/03/2023;1900 UTC;32,1;26
09/03/2023;2000 UTC;26,9;26,5
09/03/2023;2100 UTC;26,9;25,6
09/03/2023;2200 UTC;25,7;23,7
09/03/2023;2300 UTC;23,7;23,1
10/03/2023;0000 UTC;23,4;23
10/03/2023;0100 UTC;23,4;23,2
10/03/2023;0200 UTC;23,6;23,2
10/03/2023;0300 UTC;24,2;23,6
10/03/2023;0400 UTC;23,9;23,5
10/03/2023;0500 UTC;24,1;23,8
10/03/2023;0600 UTC;23,8;21,6
10/03/2023;0700 UTC;22,2;21,6
10/03/2023;0800 UTC;22,2;21,8
10/03/2023;0900 UTC;22,2;21,7
10/03/2023;1000 UTC;23;22,2
10/03/2023;1100 UTC;22,7;21,2
10/03/2023;1200 UTC;21,2;20,8
10/03/2023;1300 UTC;21,7;21,2
10/03/2023;1400 UTC;23;21,7
10/03/2023;1500 UTC;25,9;23
10/03/2023;1600 UTC;27,1;25,4
10/03/2023;1700 UTC;27,6;26,8
10/03/2023;1800 UTC;27,6;26,7
10/03/2023;1900 UTC;28;27
10/03/2023;2000 UTC;27,5;26,9
10/03/2023;2100 UTC;27;25,7
10/03/2023;2200 UTC;25,7;24,7
10/03/2023;2300 UTC;24,7;24,2
11/03/2023;0000 UTC;24,3;24,1
11/03/2023;0100 UTC;24,1;23,6
11/03/2023;0200 UTC;23,7;23,1
11/03/2023;0300 UTC;23,5;23,1
11/03/2023;0400 UTC;23,6;23,2
11/03/2023;0500 UTC;24,6;23,5
11/03/2023;0600 UTC;24,2;23,2
11/03/2023;0700 UTC;23,2;22,8
11/03/2023;0800 UTC;22,9;22,6
11/03/2023;0900 UTC;22,6;22,4
11/03/2023;1000 UTC;22,6;22,2
11/03/2023;1100 UTC;25,2;22,5
11/03/2023;1200 UTC;26;25,1
11/03/2023;1300 UTC;28,4;25,8
11/03/2023;1400 UTC;29,3;27,2
11/03/2023;1500 UTC;30;28,4
11/03/2023;1600 UTC;30;28,7
11/03/2023;1700 UTC;31,2;29,6
11/03/2023;1800 UTC;31,6;30,5
11/03/2023;1900 UTC;31,9;30,5
11/03/2023;2000 UTC;31,9;30,8
