Data;Hora UTC;TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)
02/05/2023;1800 UTC;31,3;30
02/05/2023;1900 UTC;31,3;29,2
02/05/2023;2000 UTC;30,6;28,2
02/05/2023;2100 UTC;28,7;26,2
02/05/2023;2200 UTC;26,2;24,7
02/05/2023;2300 UTC;25,8;24,7
03/05/2023;0000 UTC;25,3;24,4
03/05/2023;0100 UTC;24,7;23,8
03/05/2023;0200 UTC;24;23,3
03/05/2023;0300 UTC;23,4;22,8
03/05/2023;0400 UTC;22,9;22,5
03/05/2023;0500 UTC;22,5;22,2
03/05/2023;0600 UTC;22,2;22
03/05/2023;0700 UTC;22,2;21,9
03/05/2023;0800 UTC;22,5;22,2
03/05/2023;0900 UTC;22,5;22,3
03/05/2023;1000 UTC;22,6;22,3
03/05/2023;1100 UTC;25,5;22,6
03/05/2023;1200 UTC;26,9;25,5
03/05/2023;1300 UTC;28,7;26,5
03/05/2023;1400 UTC;30,2;27,2
03/05/2023;1500 UTC;28,7;23,3
03/05/2023;1600 UTC;25,6;23,8
03/05/2023;1700 UTC;29,3;25,6
03/05/2023;1800 UTC;29,3;23,9
03/05/2023;1900 UTC;23,9;22,7
03/05/2023;2000 UTC;23,2;22,9
03/05/2023;2100 UTC;23,2;22,9
03/05/2023;2200 UTC;23;22,4
03/05/2023;2300 UTC;22,4;21,9
04/05/2023;0000 UTC;22;21,7
04/05/2023;0100 UTC;22;21,7
04/05/2023;0200 UTC;21,9;21,5
04/05/2023;0300 UTC;21,5;21,3
04/05/2023;0400 UTC;21,5;21,3
04/05/2023;0500 UTC;21,8;21,5
04/05/2023;0600 UTC;21,9;21,8
04/05/2023;0700 UTC;21,9;21,8
04/05/2023;0800 UTC;21,9;21,6
04/05/2023;0900 UTC;21,6;21,1
04/05/2023;1000 UTC;21,2;21,1
04/05/2023;1100 UTC;23,7;21,2
04/05/2023;1200 UTC;26,4;23,7
04/05/2023;1300 UTC;28,1;26,4
04/05/2023;1400 UTC;29;28
04/05/2023;1500 UTC;29,8;28,3
04/05/2023;1600 UTC;30,1;28,8
04/05/2023;1700 UTC;30,6;29,3
04/05/2023;1800 UTC;31,1;29,7
04/05/2023;1900 UTC;31,4;29,7
04/05/2023;2000 UTC;31,3;28,9
04/05/2023;2100 UTC;28,9;26,3
04/05/2023;2200 UTC;26,3;25,2
04/05/2023;2300 UTC;25,8;24,3
05/05/2023;0000 UTC;25,7;24,4
05/05/2023;0100 UTC;24,4;23,3
05/05/2023;0200 UTC;24,1;23,3
05/05/2023;0300 UTC;23,4;23,1
05/05/2023;0400 UTC;24;23
05/05/2023;0500 UTC;24;22,9
05/05/2023;0600 UTC;24,3;22,9
05/05/2023;0700 UTC;23,7;23,2
05/05/2023;0800 UTC;23,7;23
05/05/2023;0900 UTC;23,1;21,9
05/05/2023;1000 UTC;22,1;21,7
05/05/2023;1100 UTC;25,1;22,1
05/05/2023;1200 UTC;27,2;24,8
05/05/2023;1300 UTC;28,5;26,8
05/05/2023;1400 UTC;29,6;27,8
05/05/2023;1500 UTC;29,7;28,4
05/05/2023;1600 UTC;30;28,1
05/05/2023;1700 UTC;30,3;28,8
05/05/2023;1800 UTC;30,7;29,5
05/05/2023;1900 UTC;30,7;29,5
05/05/2023;2000 UTC;30,6;28,9
05/05/2023;2100 UTC;28,9;27,6
05/05/2023;2200 UTC;27,6;24,8
05/05/2023;2300 UTC;24,8;24
06/05/2023;0000 UTC;24;23,8
06/05/2023;0100 UTC;23,9;23,5
06/05/2023;0200 UTC;23,9;23,4
06/05/2023;0300 UTC;25,1;23,7
06/05/2023;0400 UTC;24,1;23,3
06/05/2023;0500 UTC;24,1;23,3
06/05/2023;0600 UTC;23,7;22,9
06/05/2023;0700 UTC;23,2;23
06/05/2023;0800 UTC;23,1;22,5
06/05/2023;0900 UTC;22,5;22,1
06/05/2023;1000 UTC;22,8;22,2
06/05/2023;1100 UTC;25,7;22,8
06/05/2023;1200 UTC;27,8;25,7
06/05/2023;1300 UTC;28,9;27,6
06/05/2023;1400 UTC;30,1;28,6
06/05/2023;1500 UTC;30,1;27,2
06/05/2023;1600 UTC;31;29,3
06/05/2023;1700 UTC;31,5;30,1
06/05/2023;1800 UTC;31,9;30,8
06/05/2023;1900 UTC;31,8;29,8
06/05/2023;2000 UTC;30,1;29,3
06/05/2023;2100 UTC;29,5;27,8
06/05/2023;2200 UTC;27,9;25,8
06/05/2023;2300 UTC;26,7;24,6
07/05/2023;0000 UTC;24,7;24,1
07/05/2023;0100 UTC;24,2;24,1
07/05/2023;0200 UTC;24,1;24
07/05/2023;0300 UTC;24;23,9
07/05/2023;0400 UTC;24,1;23,6
07/05/2023;0500 UTC;23,7;23,3
07/05/2023;0600 UTC;23,4;23,2
07/05/2023;0700 UTC;23,3;23
07/05/2023;0800 UTC;23,5;23,3
07/05/2023;0900 UTC;23,6;22,9
07/05/2023;1000 UTC;23,1;22,4
07/05/2023;1100 UTC;23,3;22,4
07/05/2023;1200 UTC;24,1;23,3
07/05/2023;1300 UTC;25,4;24
07/05/2023;1400 UTC;26,7;24,9
07/05/2023;1500 UTC;29,6;26,6
07/05/2023;1600 UTC;29,8;28,1
07/05/2023;1700 UTC;30;28,9
07/05/2023;1800 UTC;29,6;29,1
07/05/2023;1900 UTC;29,4;26,3
07/05/2023;2000 UTC;26,6;25,9
07/05/2023;2100 UTC;26,1;25,2
07/05/2023;2200 UTC;25,2;24,1
07/05/2023;2300 UTC;24,1;23,5
08/05/2023;0000 UTC;23,5;23,1
08/05/2023;0100 UTC;23,1;22,9
08/05/2023;0200 UTC;22,9;22,7
08/05/2023;0300 UTC;23;22,7
08/05/2023;0400 UTC;23,1;22,5
08/05/2023;0500 UTC;22,7;22,3
08/05/2023;0600 UTC;22,5;22,2
08/05/2023;0700 UTC;22,4;21,9
08/05/2023;0800 UTC;22;21,8
08/05/2023;0900 UTC;22;21,8
08/05/2023;1000 UTC;22,3;21,8
08/05/2023;1100 UTC;23,4;22,3
08/05/2023;1200 UTC;25,1;23,2
08/05/2023;1300 UTC;28,5;25,1
08/05/2023;1400 UTC;30,2;28,2
08/05/2023;1500 UTC;31;30
08/05/2023;1600 UTC;31,4;29,8
08/05/2023;1700 UTC;31,7;30,3
08/05/2023;1800 UTC;32;31,1
08/05/2023;1900 UTC;32;31,4
08/05/2023;2000 UTC;31,8;31
08/05/2023;2100 UTC;31,1;27,8
08/05/2023;2200 UTC;27,8;25,3
08/05/2023;2300 UTC;25,3;24,9
09/05/2023;0000 UTC;25;24,3
09/05/2023;0100 UTC;24,3;24,1
09/05/2023;0200 UTC;24,1;23,9
09/05/2023;0300 UTC;24;23,7
09/05/2023;0400 UTC;23,7;23,4
09/05/2023;0500 UTC;23,5;23,3
09/05/2023;0600 UTC;23,4;23
09/05/2023;0700 UTC;23,1;22,7
09/05/2023;0800 UTC;22,7;22,4
09/05/2023;0900 UTC;22,5;22,3
09/05/2023;1000 UTC;22,5;22,2
09/05/2023;1100 UTC;24,7;22,5
09/05/2023;1200 UTC;27,5;24,6
09/05/2023;1300 UTC;28,7;27,4
09/05/2023;1400 UTC;30,7;28,7
09/05/2023;1500 UTC;31,3;29,6
09/05/2023;1600 UTC;31,5;30,8
09/05/2023;1700 UTC;32,2;30,9
09/05/2023;1800 UTC;32,4;30
09/05/2023;1900 UTC;33;31
09/05/2023;2000 UTC;31,5;29,7
09/05/2023;2100 UTC;29,7;26,3
09/05/2023;2200 UTC;27,3;25,3
09/05/2023;2300 UTC;25,3;24,5
10/05/2023;0000 UTC;24,5;24,1
10/05/2023;0100 UTC;24,1;23,8
10/05/2023;0200 UTC;23,9;23,5
10/05/2023;0300 UTC;23,5;23,1
10/05/2023;0400 UTC;23,1;22,7
10/05/2023;0500 UTC;22,8;22,4
10/05/2023;0600 UTC;22,5;22,3
10/05/2023;0700 UTC;22,3;22,1
10/05/2023;0800 UTC;22,1;21,9
10/05/2023;0900 UTC;22;21,7
10/05/2023;1000 UTC;22,2;21,6
10/05/2023;1100 UTC;25,6;22,2
10/05/2023;1200 UTC;28,7;25,4
10/05/2023;1300 UTC;30;28,2
10/05/2023;1400 UTC;31,2;29,5
10/05/2023;1500 UTC;32,2;30,6
10/05/2023;1600 UTC;32,6;31,1
10/05/2023;1700 UTC;32,9;31,6
10/05/2023;1800 UTC;33;31,6
10/05/2023;1900 UTC;32,9;30,4
10/05/2023;2000 UTC;31,6;29
10/05/2023;2100 UTC;29,1;27,1
10/05/2023;2200 UTC;27,1;25,5
10/05/2023;2300 UTC;25,5;24,7
11/05/2023;0000 UTC;24,7;24,2
11/05/2023;0100 UTC;24,2;23,5
11/05/2023;0200 UTC;23,7;23,1
11/05/2023;0300 UTC;23,3;22,8
11/05/2023;0400 UTC;22,8;22,6
11/05/2023;0500 UTC;22,6;22,4
11/05/2023;0600 UTC;22,5;22,2
11/05/2023;0700 UTC;22,2;22
11/05/2023;0800 UTC;22,1;21,8
11/05/2023;0900 UTC;21,9;21,6
11/05/2023;1000 UTC;21,9;21,5
11/05/2023;1100 UTC;25,5;21,9
11/05/2023;1200 UTC;28,4;25,4
11/05/2023;1300 UTC;30;28,1
11/05/2023;1400 UTC;31,3;29,9
11/05/2023;1500 UTC;31,9;30
11/05/2023;1600 UTC;32,4;31,1
11/05/2023;1700 UTC;32,5;31,2
11/05/2023;1800 UTC;32,1;30,8
11/05/2023;1900 UTC;32,6;30,2
11/05/2023;2000 UTC;32,6;29
11/05/2023;2100 UTC;29;22,4
11/05/2023;2200 UTC;24;22,3
11/05/2023;2300 UTC;24,1;23,3
12/05/2023;0000 UTC;23,5;22,9
12/05/2023;0100 UTC;23,2;22,8
12/05/2023;0200 UTC;23;22,8
12/05/2023;0300 UTC;23,1;22,7
12/05/2023;0400 UTC;22,9;22,7
12/05/2023;0500 UTC;22,8;22,4
12/05/2023;0600 UTC;22,4;22,3
12/05/2023;0700 UTC;22,7;22,4
12/05/2023;0800 UTC;22,6;22,4
12/05/2023;0900 UTC;22,8;22,5
12/05/2023;1000 UTC;23,2;22,6
12/05/2023;1100 UTC;24,4;23,2
12/05/2023;1200 UTC;25,1;24,3
12/05/2023;1300 UTC;24,8;23,8
12/05/2023;1400 UTC;23,8;23
12/05/2023;1500 UTC;24,5;23,3
12/05/2023;1600 UTC;24,5;24,1
12/05/2023;1700 UTC;25,9;24,4
12/05/2023;1800 UTC;26,1;25,4
12/05/2023;1900 UTC;26,6;25,5
12/05/2023;2000 UTC;26,5;25,2
12/05/2023;2100 UTC;25,2;24,2
12/05/2023;2200 UTC;24,2;23,5
12/05/2023;2300 UTC;23,5;22,9
13/05/2023;0000 UTC;23;22,8
13/05/2023;0100 UTC;22,9;22,6
13/05/2023;0200 UTC;22,9;22,5
13/05/2023;0300 UTC;22,8;22,4
13/05/2023;0400 UTC;22,6;22,4
13/05/2023;0500 UTC;22,6;22,3
13/05/2023;0600 UTC;22,3;21,7
13/05/2023;0700 UTC;21,9;21,4
13/05/2023;0800 UTC;21,6;21,3
13/05/2023;0900 UTC;22;21,6
13/05/2023;1000 UTC;22,1;21,8
13/05/2023;1100 UTC;22,9;22,1
13/05/2023;1200 UTC;26,2;22,8
13/05/2023;1300 UTC;28,8;26,3
13/05/2023;1400 UTC;29,4;28,3
13/05/2023;1500 UTC;30;28,1
13/05/2023;1600 UTC;30,8;29,2
13/05/2023;1700 UTC;31,7;30,2
13/05/2023;1800 UTC;32,1;30
13/05/2023;1900 UTC;31,6;29
13/05/2023;2000 UTC;31,6;28,6
13/05/2023;2100 UTC;28,6;25,8
13/05/2023;2200 UTC;25,8;25,1
13/05/2023;2300 UTC;27,4;25,2
14/05/2023;0000 UTC;26,8;24,9
14/05/2023;0100 UTC;25,1;24,1
14/05/2023;0200 UTC;24,3;23,8
14/05/2023;0300 UTC;23,9;23,3
14/05/2023;0400 UTC;23,3;22,8
14/05/2023;0500 UTC;23,4;22,9
14/05/2023;0600 UTC;22,9;22,5
14/05/2023;0700 UTC;23;22,5
14/05/2023;0800 UTC;23,2;22,9
14/05/2023;0900 UTC;23,3;23,1
14/05/2023;1000 UTC;23,4;23
14/05/2023;1100 UTC;25,5;23,3
14/05/2023;1200 UTC;26,6;25,5
14/05/2023;1300 UTC;28,8;26,3
14/05/2023;1400 UTC;29,9;28
14/05/2023;1500 UTC;30,7;28,2
14/05/2023;1600 UTC;31,5;30,3
14/05/2023;1700 UTC;32,1;30,1
14/05/2023;1800 UTC;32,1;29,7
14/05/2023;1900 UTC;29,7;26,3
14/05/2023;2000 UTC;26,9;25,9
14/05/2023;2100 UTC;26;25
14/05/2023;2200 UTC;25,1;24,3
14/05/2023;2300 UTC;25;24,3
15/05/2023;0000 UTC;25,6;25
15/05/2023;0100 UTC;25,6;25,2
15/05/2023;0200 UTC;25,3;24,8
15/05/2023;0300 UTC;25,3;25
15/05/2023;0400 UTC;25,5;24,2
15/05/2023;0500 UTC;24,2;23,7
15/05/2023;0600 UTC;25;23,7
15/05/2023;0700 UTC;24,2;23,6
15/05/2023;0800 UTC;23,6;22,4
15/05/2023;0900 UTC;22,7;22,3
15/05/2023;1000 UTC;22,7;22,2
15/05/2023;1100 UTC;25,7;22,6
15/05/2023;1200 UTC;26,8;25,1
15/05/2023;1300 UTC;28,4;26,5
15/05/2023;1400 UTC;29,7;28,2
15/05/2023;1500 UTC;30,1;29
15/05/2023;1600 UTC;31,1;29,8
15/05/2023;1700 UTC;31,8;30,4
15/05/2023;1800 UTC;32,4;30,6
15/05/2023;1900 UTC;32;28,6
15/05/2023;2000 UTC;29,6;27,4
15/05/2023;2100 UTC;27,4;26,4
15/05/2023;2200 UTC;26,4;25,7
15/05/2023;2300 UTC;25,9;25,2
16/05/2023;0000 UTC;25,4;24,6
16/05/2023;0100 UTC;24,6;23,4
16/05/2023;0200 UTC;23,5;23
16/05/2023;0300 UTC;23,8;22,9
16/05/2023;0400 UTC;23,8;23,4
16/05/2023;0500 UTC;23,5;23,3
16/05/2023;0600 UTC;23,5;23
16/05/2023;0700 UTC;23,2;23
16/05/2023;0800 UTC;23,1;22,6
16/05/2023;0900 UTC;22,8;22,5
16/05/2023;1000 UTC;23;22,8
16/05/2023;1100 UTC;23,5;23
16/05/2023;1200 UTC;24,2;23,4
16/05/2023;1300 UTC;26,8;23,7
16/05/2023;1400 UTC;26,9;24,5
16/05/2023;1500 UTC;25,6;24,2
16/05/2023;1600 UTC;26,1;25
16/05/2023;1700 UTC;26,8;25,8
16/05/2023;1800 UTC;27,2;26
16/05/2023;1900 UTC;26,5;26,1
16/05/2023;2000 UTC;26,3;25,8
16/05/2023;2100 UTC;25,8;25,2
16/05/2023;2200 UTC;25,2;24,4
16/05/2023;2300 UTC;24,6;23,7
17/05/2023;0000 UTC;23,9;23,7
17/05/2023;0100 UTC;24,1;23,7
17/05/2023;0200 UTC;24,1;23,3
17/05/2023;0300 UTC;23,3;23,1
17/05/2023;0400 UTC;23,1;22,6
17/05/2023;0500 UTC;22,6;22,2
17/05/2023;0600 UTC;22,3;22
17/05/2023;0700 UTC;22,7;22,2
17/05/2023;0800 UTC;22,9;22,7
17/05/2023;0900 UTC;22,9;22,8
17/05/2023;1000 UTC;23;22,8
17/05/2023;1100 UTC;23,4;22,9
17/05/2023;1200 UTC;24,4;23,3
17/05/2023;1300 UTC;26,7;24,3
17/05/2023;1400 UTC;28,5;26,3
17/05/2023;1500 UTC;29,4;27,6
17/05/2023;1600 UTC;30,1;28,8
17/05/2023;1700 UTC;30,1;29,3
17/05/2023;1800 UTC;31,6;29,7
17/05/2023;1900 UTC;31,2;30,2
17/05/2023;2000 UTC;30,2;29
17/05/2023;2100 UTC;29,2;27,1
17/05/2023;2200 UTC;27,1;23,9
17/05/2023;2300 UTC;24,1;23,7
18/05/2023;0000 UTC;24,5;23,8
18/05/2023;0100 UTC;24,7;24,4
18/05/2023;0200 UTC;24,8;24,7
18/05/2023;0300 UTC;24,7;24,2
18/05/2023;0400 UTC;24,3;23,8
18/05/2023;0500 UTC;24;23,8
18/05/2023;0600 UTC;23,9;23,3
18/05/2023;0700 UTC;23,4;22,9
18/05/2023;0800 UTC;23;22,8
18/05/2023;0900 UTC;22,8;22,6
18/05/2023;1000 UTC;23,3;22,6
18/05/2023;1100 UTC;24,5;23,3
18/05/2023;1200 UTC;25;23,3
18/05/2023;1300 UTC;24,2;22,8
18/05/2023;1400 UTC;25,9;24,3
18/05/2023;1500 UTC;26,5;25,3
18/05/2023;1600 UTC;27;25,9
18/05/2023;1700 UTC;27,3;26,7
18/05/2023;1800 UTC;28,3;27
18/05/2023;1900 UTC;27,7;27,4
18/05/2023;2000 UTC;27,7;27,3
18/05/2023;2100 UTC;27,5;25,1
18/05/2023;2200 UTC;25,1;23,8
18/05/2023;2300 UTC;23,8;23,3
19/05/2023;0000 UTC;23,3;22,9
19/05/2023;0100 UTC;23,1;22,9
19/05/2023;0200 UTC;23,2;23
19/05/2023;0300 UTC;23,1;22,8
19/05/2023;0400 UTC;22,9;22,8
19/05/2023;0500 UTC;22,9;22,8
19/05/2023;0600 UTC;22,8;22,5
19/05/2023;0700 UTC;22,5;22,1
19/05/2023;0800 UTC;22,2;21,9
19/05/2023;0900 UTC;22;21,8
19/05/2023;1000 UTC;22,5;21,7
19/05/2023;1100 UTC;24,9;22,1
19/05/2023;1200 UTC;27,4;24,7
19/05/2023;1300 UTC;27,6;26,4
19/05/2023;1400 UTC;29,6;27,1
19/05/2023;1500 UTC;30,5;26
19/05/2023;1600 UTC;26;23,5
19/05/2023;1700 UTC;27,4;24,9
19/05/2023;1800 UTC;27,1;26,4
19/05/2023;1900 UTC;29,2;26,9
19/05/2023;2000 UTC;29,9;29
19/05/2023;2100 UTC;29;26,4
19/05/2023;2200 UTC;26,4;24,7
19/05/2023;2300 UTC;24,7;24
20/05/2023;0000 UTC;24;23,5
20/05/2023;0100 UTC;23,5;23,2
20/05/2023;0200 UTC;23,2;22,9
20/05/2023;0300 UTC;23,5;22,9
20/05/2023;0400 UTC;23,3;22,4
20/05/2023;0500 UTC;22,5;22,3
20/05/2023;0600 UTC;22,4;21,9
20/05/2023;0700 UTC;22;21,8
20/05/2023;0800 UTC;21,9;21,7
20/05/2023;0900 UTC;22;21,8
20/05/2023;1000 UTC;22,3;21,8
20/05/2023;1100 UTC;24,3;22,3
20/05/2023;1200 UTC;26,7;24,3
20/05/2023;1300 UTC;27,8;26,7
20/05/2023;1400 UTC;29,5;27,4
20/05/2023;1500 UTC;30,3;28,1
20/05/2023;1600 UTC;30,2;28,8
20/05/2023;1700 UTC;31;29,3
20/05/2023;1800 UTC;29,5;25,5
20/05/2023;1900 UTC;28,4;27,1
20/05/2023;2000 UTC;28,7;27,6
20/05/2023;2100 UTC;28,1;25,3
20/05/2023;2200 UTC;25,3;23,6
20/05/2023;2300 UTC;23,7;23,3
21/05/2023;0000 UTC;23,9;23,3
21/05/2023;0100 UTC;24,2;23,5
21/05/2023;0200 UTC;24,9;24,2
21/05/2023;0300 UTC;24,9;24,2
21/05/2023;0400 UTC;24,8;24,1
21/05/2023;0500 UTC;24,3;23,9
21/05/2023;0600 UTC;24,2;23,7
21/05/2023;0700 UTC;23,7;23,6
21/05/2023;0800 UTC;23,8;23,6
21/05/2023;0900 UTC;23,7;23,5
21/05/2023;1000 UTC;23,7;23,5
21/05/2023;1100 UTC;26,6;23,7
21/05/2023;1200 UTC;28,4;26,6
21/05/2023;1300 UTC;29,6;28,1
21/05/2023;1400 UTC;30,5;29
21/05/2023;1500 UTC;31,3;29,5
21/05/2023;1600 UTC;31,4;30,1
21/05/2023;1700 UTC;31,7;30,1
21/05/2023;1800 UTC;31,7;30,4
21/05/2023;1900 UTC;31,5;30,6
21/05/2023;2000 UTC;31,2;30,2
21/05/2023;2100 UTC;30,2;26,5
21/05/2023;2200 UTC;26,5;25,6
21/05/2023;2300 UTC;25,8;24,7
22/05/2023;0000 UTC;24,6;23,8
22/05/2023;0100 UTC;24;23,6
22/05/2023;0200 UTC;24,9;23,9
22/05/2023;0300 UTC;25,6;24,6
22/05/2023;0400 UTC;25,7;24,6
22/05/2023;0500 UTC;25;24,3
22/05/2023;0600 UTC;24,5;24,2
22/05/2023;0700 UTC;24,3;24,1
22/05/2023;0800 UTC;24,6;23,8
22/05/2023;0900 UTC;25,3;23,7
22/05/2023;1000 UTC;24,9;23,2
22/05/2023;1100 UTC;27,4;23,6
22/05/2023;1200 UTC;28,6;27,3
22/05/2023;1300 UTC;29,7;28,4
22/05/2023;1400 UTC;30,9;29,5
22/05/2023;1500 UTC;31,7;30
22/05/2023;1600 UTC;32,1;30,3
22/05/2023;1700 UTC;32,4;30
22/05/2023;1800 UTC;32,6;31,1
22/05/2023;1900 UTC;32,1;30,5
22/05/2023;2000 UTC;32,1;31,1
22/05/2023;2100 UTC;31,1;27,7
22/05/2023;2200 UTC;27,7;25
22/05/2023;2300 UTC;25;24,3
23/05/2023;0000 UTC;24,4;24,2
23/05/2023;0100 UTC;25,3;24,2
23/05/2023;0200 UTC;26,3;24,4
23/05/2023;0300 UTC;25,7;23,5
23/05/2023;0400 UTC;23,6;22,8
23/05/2023;0500 UTC;23,5;22,8
23/05/2023;0600 UTC;23,4;22,6
23/05/2023;0700 UTC;22,7;22,1
23/05/2023;0800 UTC;22,2;21,9
23/05/2023;0900 UTC;21,9;21,7
23/05/2023;1000 UTC;22,2;21,5
23/05/2023;1100 UTC;26,3;22,1
23/05/2023;1200 UTC;28,5;26,2
23/05/2023;1300 UTC;29,4;28,2
23/05/2023;1400 UTC;30,4;28,8
23/05/2023;1500 UTC;31,1;29,7
23/05/2023;1600 UTC;31,7;30,1
23/05/2023;1700 UTC;31,9;30
23/05/2023;1800 UTC;31,7;30,2
23/05/2023;1900 UTC;32,2;30,4
23/05/2023;2000 UTC;31,5;30,2
23/05/2023;2100 UTC;30,2;27,2
23/05/2023;2200 UTC;27,8;24,8
23/05/2023;2300 UTC;24,8;23,9
24/05/2023;0000 UTC;23,9;23,6
24/05/2023;0100 UTC;23,8;23,3
24/05/2023;0200 UTC;23,3;22,8
24/05/2023;0300 UTC;22,9;22,4
24/05/2023;0400 UTC;22,4;22
24/05/2023;0500 UTC;22,1;21,8
24/05/2023;0600 UTC;22,1;21,6
24/05/2023;0700 UTC;21,7;21,6
24/05/2023;0800 UTC;21,8;21,5
24/05/2023;0900 UTC;21,6;21,4
24/05/2023;1000 UTC;21,8;21,4
24/05/2023;1100 UTC;24,6;21,8
24/05/2023;1200 UTC;27,5;24,6
24/05/2023;1300 UTC;28,7;27
24/05/2023;1400 UTC;30;28,4
24/05/2023;1500 UTC;30,9;29,4
24/05/2023;1600 UTC;31,6;30,1
24/05/2023;1700 UTC;31,9;30,6
24/05/2023;1800 UTC;32;30,4
24/05/2023;1900 UTC;32;31,2
24/05/2023;2000 UTC;31,7;30,5
24/05/2023;2100 UTC;30,5;27,3
24/05/2023;2200 UTC;27,3;24,9
24/05/2023;2300 UTC;25,1;24,5
25/05/2023;0000 UTC;25,1;24,3
25/05/2023;0100 UTC;25,1;23,4
25/05/2023;0200 UTC;23,7;23,1
25/05/2023;0300 UTC;23,3;22,9
25/05/2023;0400 UTC;22,9;22,5
25/05/2023;0500 UTC;22,6;22,4
25/05/2023;0600 UTC;22,6;22,3
25/05/2023;0700 UTC;23,3;22,4
25/05/2023;0800 UTC;22,8;22,3
25/05/2023;0900 UTC;22,4;22,2
25/05/2023;1000 UTC;22,5;22,1
25/05/2023;1100 UTC;26;22,5
25/05/2023;1200 UTC;27,3;26
25/05/2023;1300 UTC;28,9;27,3
25/05/2023;1400 UTC;30,6;28,8
25/05/2023;1500 UTC;31,2;29,9
25/05/2023;1600 UTC;31,9;30,1
25/05/2023;1700 UTC;31,8;30,1
25/05/2023;1800 UTC;31,8;30,6
25/05/2023;1900 UTC;31,7;31,2
25/05/2023;2000 UTC;31,5;30,3
25/05/2023;2100 UTC;30,3;27,5
25/05/2023;2200 UTC;27,6;25,2
25/05/2023;2300 UTC;25,8;24
26/05/2023;0000 UTC;24,1;23,3
26/05/2023;0100 UTC;23,3;22,7
26/05/2023;0200 UTC;22,9;22,5
26/05/2023;0300 UTC;22,6;22,4
26/05/2023;0400 UTC;22,9;22,2
26/05/2023;0500 UTC;22,2;21,8
26/05/2023;0600 UTC;21,9;21,7
26/05/2023;0700 UTC;21,6;21,3
26/05/2023;0800 UTC;21,4;21,3
26/05/2023;0900 UTC;21,8;21,3
26/05/2023;1000 UTC;21,7;21,2
26/05/2023;1100 UTC;26,3;21,7
26/05/2023;1200 UTC;27,9;26,3
26/05/2023;1300 UTC;29,3;27,5
26/05/2023;1400 UTC;30,8;28,6
26/05/2023;1500 UTC;31,6;29,9
26/05/2023;1600 UTC;32,1;30,6
26/05/2023;1700 UTC;32,4;30,1
26/05/2023;1800 UTC;32,2;30,1
26/05/2023;1900 UTC;32,1;31,4
26/05/2023;2000 UTC;31,6;30,4
26/05/2023;2100 UTC;30,5;26,2
26/05/2023;2200 UTC;26,4;24,5
26/05/2023;2300 UTC;24,5;23,5
27/05/2023;0000 UTC;23,8;22,8
27/05/2023;0100 UTC;22,8;22,4
27/05/2023;0200 UTC;22,4;22,1
27/05/2023;0300 UTC;22,2;21,9
27/05/2023;0400 UTC;22,5;22,1
27/05/2023;0500 UTC;22,3;21,8
27/05/2023;0600 UTC;21,9;21,6
27/05/2023;0700 UTC;21,7;21,5
27/05/2023;0800 UTC;21,6;21,4
27/05/2023;0900 UTC;21,7;21,1
27/05/2023;1000 UTC;21,8;21,5
27/05/2023;1100 UTC;23,6;21,7
27/05/2023;1200 UTC;27,1;23,6
27/05/2023;1300 UTC;28,7;26,8
27/05/2023;1400 UTC;30,5;28,2
27/05/2023;1500 UTC;31;29,5
27/05/2023;1600 UTC;31,4;29,5
27/05/2023;1700 UTC;32,3;30,8
27/05/2023;1800 UTC;32,4;31,3
27/05/2023;1900 UTC;32,3;31,4
27/05/2023;2000 UTC;32;30,8
27/05/2023;2100 UTC;30,7;26,7
27/05/2023;2200 UTC;26,8;25
27/05/2023;2300 UTC;25,1;23,9
28/05/2023;0000 UTC;24;23,3
28/05/2023;0100 UTC;23,5;23,1
28/05/2023;0200 UTC;23,2;22,9
28/05/2023;0300 UTC;23,1;22,5
28/05/2023;0400 UTC;22,5;22,2
28/05/2023;0500 UTC;22,2;21,9
28/05/2023;0600 UTC;21,9;21,6
28/05/2023;0700 UTC;21,6;21,5
28/05/2023;0800 UTC;21,5;21,3
28/05/2023;0900 UTC;21,4;21
28/05/2023;1000 UTC;21,2;21
28/05/2023;1100 UTC;24,8;21,2
28/05/2023;1200 UTC;29,1;24,9
28/05/2023;1300 UTC;30,6;28,8
28/05/2023;1400 UTC;31,6;30,2
28/05/2023;1500 UTC;32,1;30,6
28/05/2023;1600 UTC;32,7;30,3
28/05/2023;1700 UTC;33,1;31,3
28/05/2023;1800 UTC;33,1;31,9
28/05/2023;1900 UTC;33;29,2
28/05/2023;2000 UTC;32,4;28,4
28/05/2023;2100 UTC;28,6;26,4
28/05/2023;2200 UTC;26,4;24,6
28/05/2023;2300 UTC;24,6;24,1
29/05/2023;0000 UTC;24,2;23,4
29/05/2023;0100 UTC;23,8;23,4
29/05/2023;0200 UTC;23,5;23
29/05/2023;0300 UTC;23,1;22,6
29/05/2023;0400 UTC;22,6;22,2
29/05/2023;0500 UTC;22,3;22
29/05/2023;0600 UTC;22;21,8
29/05/2023;0700 UTC;21,9;21,6
29/05/2023;0800 UTC;21,8;21,4
29/05/2023;0900 UTC;21,5;21,3
29/05/2023;1000 UTC;21,5;21,2
29/05/2023;1100 UTC;24,8;21,5
29/05/2023;1200 UTC;28,3;24,7
